48.26349748	48.26934531	0.0020472	57911.04869
48.26349748	48.25978709	0.0044756	58043.7668
48.26349748	48.26531106	0.0008907	58084.76199
48.26349748	48.26754244	0.00188  	58102.53771
48.26349748	48.27399384	0.00079685	58809.57993
48.26349748	48.26156537	0.00080149	59168.59384
48.26349748	48.26352621	0.00060989	59181.5515
48.26349748	48.26382735	0.00055025	59211.47439
48.26349748	48.25951189	0.00034787	59246.40244
48.26349748	48.26011367	0.0009144	59286.30253
48.26349748	48.2595234	0.00062206	59345.10692
48.26349748	48.25857703	0.00040442	59365.05278
48.26349748	48.2597705	0.00030842	59392.97623
48.26349748	48.26251471	0.00052887	59428.8913
48.26349748	48.26317891	0.00037814	59468.75364
48.26349748	48.26314167	0.00038503	59518.62765
48.26349748	48.26455084	0.00050353	59547.54228
48.26349748	48.26444901	0.00073053	59582.45814
48.26349748	48.26543432	0.00063644	59693.13549
48.26349748	48.26507574	0.00061919	59727.04777
48.26349748	48.26492041	0.0006833	59792.88659
48.26349748	48.26192045	0.00060555	59822.84678
48.26349748	48.26359066	0.0011673	59834.7672
48.26349748	48.26535216	0.00056624	60101.01073
48.26349748	48.26546589	0.00054602	60147.88145
48.26349748	48.26583963	0.00037655	60191.74688
